0,24,4,73,59.07
1,54,8,56,21.89
2,30,8,49,24.07
3,19,6,75,71.83
4,20,5,64,45.45
5,41,11,66,26.93
6,18,2,62,74.11
7,12,4,95,38.79
8,42,6,46,32.58
9,25,5,19,24.0
10,3,3,100,64.13
11,24,4,72,35.39
12,50,7,52,33.95
13,48,5,58,39.01
14,11,4,57,46.21
15,31,7,72,29.25
16,21,8,71,18.32
17,53,4,19,50.47
