0 C
1 H
2 N
3 O
4 H
5 H
6 C
7 H
8 N
9 C
10 H
11 N
12 C
13 H
14 N
15 C
16 H
17 N
18 C
19 H
20 N
21 C
22 H
23 N
24 C
25 H
26 N
27 C
28 H
29 N
30 C
31 H
32 N
33 C
34 H
35 N
36 C
37 H
38 N
39 C
40 H
41 N
42 O
43 H
44 H
45 O
46 H
47 H
48 O
49 H
50 H
51 O
52 H
53 H
54 O
55 H
56 H
57 O
58 H
59 H
60 O
61 H
62 H
63 O
64 H
65 H
66 O
67 H
68 H
69 O
70 H
71 H
